,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
600,Nirvana,Nirvana (International Version),Smells Like Teen Spirit,4hy4fb5D1KL50b3sng9cjw,0.48,0.875,1,-5.898,1,0.0429,0.0007509999999999999,0.10300000000000001,0.826,116.75399999999999,300827,4,False
601,6ix9ine,DUMMY BOY,WAKA,6o79O9qBP3OAkWOXajAQIS,0.772,0.812,0,-3.995,0,0.153,0.0,0.115,0.655,97.40700000000001,128769,4,True
602,DJ Shog,In the Air Tonight,In the Air Tonight - Sway Gray & Lookee Remix Edit,6AcMgdWeIOWyF2doE0LI2g,0.737,0.703,3,-4.165,0,0.0282,0.0149,0.222,0.785,121.948,198000,4,True
603,Pitbull,Globalization,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.72,0.802,1,-5.797000000000001,1,0.0582,0.0,0.6940000000000001,0.723,124.04299999999999,229360,4,True
604,Lil Tecca,We Love You Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.257000000000001,0,0.287,0.0,0.0658,0.226,179.97400000000002,131240,4,True
605,Klaas,Mr. Saxobeat,Mr. Saxobeat,2dmZy75CTSv6BFo7IbO0eK,0.638,0.889,11,-5.276,0,0.127,0.0336,0.24,0.511,127.012,151181,4,True
606,The Who,Tommy (Remastered 2013 Super Deluxe Edition),Pinball Wizard,1zGk1kgAxCpg6PHjGuLe4J,0.5429999999999999,0.715,2,-8.89,1,0.0356,0.0,0.256,0.46799999999999997,124.01100000000001,180943,4,False
607,The Kinks,Kinks (Super Deluxe Edition),You Really Got Me,1oG2vWELiGjIqxwqGcyqwF,0.5670000000000001,0.9590000000000001,8,-3.822,1,0.102,6.07e-05,0.1,0.961,137.377,133933,4,False
608,Abby Anderson,We Go Together Like,We Go Together Like,3mwQ4tEWBWynjw7HJgMiRA,0.62,0.8170000000000001,11,-5.317,1,0.0254,0.0,0.14400000000000002,0.614,99.963,163960,4,False
609,LIZOT,Candlelight,Candlelight,5QnE8WFS4D8sn6nVKqHCq6,0.624,0.9520000000000001,0,-5.4479999999999995,1,0.08,0.0114,0.43700000000000006,0.332,140.188,150773,4,True
610,Disconnected,Unstoppable,Unstoppable,3GEt0KLFFxhX3LvF7JJtAV,0.42100000000000004,0.955,8,-4.499,1,0.078,1.0800000000000002e-05,0.182,0.40299999999999997,76.464,222430,4,False
611,Pulsedriver,20 Years (Pulsedriver presents),Touch Me,50y077DBhbxpqKTOCQQABw,0.77,0.9309999999999999,9,-4.34,0,0.0565,0.00274,0.21899999999999997,0.607,128.047,201000,4,True
612,Seeb,Sad in Scandinavia (Part 1),Sad in Scandinavia,20dilZeCu4Q3F4I1fWFUqT,0.5770000000000001,0.871,8,-3.9019999999999997,0,0.0411,2.96e-06,0.259,0.305,115.163,204974,4,True
613,John Lee Hooker,Burnin',Boom Boom,2Mr1bGI2E10K7Mt1UJZ6Mw,0.441,0.455,10,-14.207,1,0.0485,0.00187,0.135,0.9179999999999999,160.9,152351,4,False
614,King Orgasmus One,Emma,Emma,2yRytG8lL0CCX0PWtDWEyB,0.688,0.8909999999999999,7,-2.322,1,0.278,0.0,0.0574,0.304,160.015,169687,4,True
615,Tom Petty,Full Moon Fever,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.0,0.0613,0.5720000000000001,84.383,256000,4,False
616,Scooter,Encore - Live and Direct,Nessaja,2zhGnnDewN4kBsVzbqjBtX,0.49200000000000005,0.9009999999999999,2,-7.03,1,0.045,0.0486,0.18600000000000003,0.10400000000000001,143.014,208933,4,True
617,Various Artists,Virgin Records: 40 Years Of Disruptions,In The Air Tonight,7FTLcRHtraE56nzsEg1wJJ,0.586,0.23399999999999999,2,-14.195,0,0.0277,1.53e-05,0.0893,0.33399999999999996,94.64299999999999,326707,4,False
618,Beth Hart,Bang Bang Boom Boom,Caught Out In The Rain,7yu8AMzJIp4HHBXEnP2u6Z,0.379,0.27899999999999997,2,-11.842,0,0.0429,0.0595,0.0823,0.139,150.761,433200,3,False
619,Creedence Clearwater Revival,Willy And The Poor Boys,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.6629999999999999,0,-7.516,1,0.0374,0.00806,0.152,0.6629999999999999,132.77,140773,4,False
620,ILLENIUM,Risen EP,For Truth,2vJB6G3OiQ01BELn0amAgW,0.643,0.703,0,-6.153,0,0.0348,0.315,0.132,0.11800000000000001,100.027,193229,4,True
621,Sam Grow,Song About You,Song About You,5gRsliQqZLc4tv688SE3wB,0.57,0.767,10,-4.287,1,0.0331,1.18e-05,0.09699999999999999,0.713,110.995,180891,4,False
622,Talking Heads,Remain in Light (Deluxe Version),Once in a Lifetime - 2005 Remaster,38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.134,0.622,0.871,117.459,259907,4,False
623,IceJJFish,On the Floor,On the Floor,0cm53Jz1z1AA7NrfN7VAk6,0.595,0.561,0,-5.718999999999999,0,0.0694,0.0,0.32,0.63,120.021,274104,4,False
624,AC/DC,Back In Black,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.5089999999999995,1,0.0574,0.000513,0.39,0.755,127.361,210173,4,False
625,DJ Antoine,Sky is the Limit (Deluxe Version),You're Ma Cherie - DJ Antoine vs Mad Mark 2k13 Radio Edit,11JZQ04PQgFIa2nBa1zoJQ,0.752,0.66,8,-4.709,1,0.258,1.42e-05,0.384,0.799,127.89,191550,4,True
626,Yuja Wang,Fantasia,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",41g83Usxjh9TRoxNGGqTTU,0.27899999999999997,0.00461,2,-36.885999999999996,0,0.0439,0.982,0.0638,0.039,69.813,181547,5,False
627,Gryffin,Gravity,All You Need To Know (feat. Calle Lehmann),4TIkSdsNSfqpuq6ZYvCjAz,0.53,0.7290000000000001,0,-6.019,1,0.0376,0.0,0.10300000000000001,0.21899999999999997,139.929,238338,4,True
628,Sublime,Sublime (Explicit Version),Wrong Way,1kWja6NVaLZThMop9MYVDz,0.662,0.667,9,-6.199,1,0.0366,0.0,0.0896,0.9159999999999999,149.388,136400,4,False
629,Jimmy Eat World,Jimmy Eat World,The Middle,2D7tauy2bntJnJQ2C4rO4x,0.639,0.873,2,-5.334,1,0.054000000000000006,0.0,0.0783,0.92,162.151,165853,4,False
630,Fetty Wap,Wake Up,Wake Up,6BOtDFg6GJm0rPUDuNmx57,0.647,0.6729999999999999,5,-5.992000000000001,1,0.17600000000000002,0.0,0.223,0.527,179.97099999999998,224000,4,True
631,Gary Moore,Bad For You Baby,I Love You More Than You'll Ever Know,1nBe39j4xRaRDDSpuW1TuY,0.4,0.345,0,-6.627000000000001,0,0.0305,0.000997,0.14400000000000002,0.11199999999999999,97.46700000000001,634480,3,False
632,Green Day,21st Century Breakdown,21 Guns,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5,-4.939,1,0.0355,0.0,0.626,0.41600000000000004,159.779,321093,4,False
633,Black Sabbath,Greatest Hits,Paranoid,1Ly0ssAgeM7YqdHptao8Oe,0.426,0.619,4,-11.501,0,0.0722,0.0023899999999999998,0.17,0.382,162.721,168440,4,False
634,Harris & Ford,Rocketship,Rocketship,2Ip9o7vSt7eXaG6xt5Xmxe,0.5479999999999999,0.903,6,-6.231,0,0.0409,0.12,0.22699999999999998,0.203,135.005,151989,4,True
635,Johnny Cash,The Very Best Of The Sun Years,I Walk The Line,7wJepIHVDC88KzSyzNU1mA,0.858,0.382,10,-15.954,1,0.0463,0.00248,0.10099999999999999,0.6920000000000001,106.5,165093,4,False
636,Johannes Brahms,Schumann: Piano Concerto / Brahms: Variations & Fugue on a Theme by Handel (Live In Vienna),"Variations and Fugue on a Theme by Handel, Op.24: Aria - Live",1gK2cDl2dY7DFUEXvoMms6,0.491,0.0759,10,-25.558000000000003,1,0.0485,0.943,0.128,0.5489999999999999,98.595,52929,5,False
637,All Them Witches,Lightning At The Door,The Marriage Of Coyote Woman,3SSAeecv84iCOlUCaVPifM,0.426,0.395,9,-8.652999999999999,0,0.0314,0.039,0.113,0.258,126.103,349613,3,False
638,U.D.O.,We Are One,We Are One,2FBxZwXS9VKhMLxlhXFeOB,0.57,0.871,6,-4.332,0,0.0325,0.000286,0.26,0.7090000000000001,136.041,283453,4,False
639,Taio Cruz,Rokstarr,Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,0.6659999999999999,0.899,8,-4.676,1,0.027999999999999997,0.0,0.0677,0.629,122.05,186267,4,True
640,Captain Beefheart,Grow Fins - Rarities 1965-1982,Hair Pie: Bake 1,6hUF7BvhcuEOOQ7litZJli,0.29600000000000004,0.531,2,-14.644,1,0.155,0.19399999999999998,0.38299999999999995,0.376,84.94,303320,4,False
641,Jimmy Eat World,Bleed American,Bleed American,4J0AkZj6UilnoNRpFN4W2b,0.431,0.938,6,-5.564,0,0.0848,2.11e-06,0.772,0.633,160.187,181493,4,False
642,Mitchell Tenpenny,Broken Up,Broken Up,1Jn0osXy1WcDyniHgs67jT,0.578,0.8690000000000001,2,-4.4830000000000005,1,0.0355,0.0,0.34600000000000003,0.6990000000000001,160.072,185023,4,False
643,Riton,Turn Me On (feat. Vula) [Marshall Jefferson Anthem Mix],Turn Me On (feat. Vula) - Marshall Jefferson Anthem Mix,5wwYFxRblHS6eb93JARo1f,0.69,0.858,10,-4.824,0,0.0522,0.000184,0.265,0.71,119.995,208011,4,True
644,Fleetwood Mac,Rumours,The Chain,2X6gdRlGOQgfaXU9ALUQFQ,0.546,0.529,9,-13.6,1,0.0436,0.000567,0.0383,0.574,151.727,271000,4,False
645,Mud Morganfield,Son of the Seventh Son,Midnight Lover,1OwuyjjWet6BpgIHSEfnNS,0.7440000000000001,0.42700000000000005,9,-11.186,0,0.0344,0.0284,0.0965,0.38299999999999995,95.304,466160,3,False
646,Dino & Rocker,Breakfast At Tiffanys,Breakfast At Tiffanys - Movetown Remix Edit,3b5Jh0LKkJMEMdX38eb3Ms,0.746,0.726,2,-5.053,1,0.0387,0.0,0.0752,0.735,127.95,174000,4,True
647,Rihanna,Music Of The Sun,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,7,-8.415,1,0.159,0.0007700000000000001,0.10099999999999999,0.498,99.01899999999999,246960,4,True
648,Ted Nugent,Ted Nugent,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,2,-7.784,1,0.0331,0.17300000000000001,0.0941,0.49,148.189,503067,4,False
649,Led Zeppelin,Led Zeppelin IV,Stairway to Heaven - 1990 Remaster,51pQ7vY7WXzxskwloaeqyj,0.34600000000000003,0.335,7,-12.453,1,0.0339,0.00674,0.185,0.213,84.204,478173,4,False
650,W&W,How Many,How Many,64BbRFQBFPpSKhmCZ5w7K1,0.5539999999999999,0.884,4,-3.548,0,0.10800000000000001,0.000225,0.132,0.22899999999999998,128.036,168250,4,True
651,The Offspring,Conspiracy Of One,Want You Bad,6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,4,-4.28,1,0.0538,0.0,0.307,0.614,105.544,202573,4,False
652,Rise Against,The Sufferer & The Witness,Prayer Of The Refugee,4OSbctVD37ycS0H3rwRm72,0.2,0.977,3,-3.4939999999999998,0,0.159,1.1e-05,0.259,0.39,195.71099999999998,199387,4,False
653,John Mayer,Continuum,Gravity,3SktMqZmo3M9zbB7oKMIF7,0.764,0.326,7,-9.883,1,0.0342,0.0013,0.24,0.237,123.98,245827,3,False
654,The Offspring,Americana,The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,0.523,0.943,1,-4.203,1,0.0337,3.81e-05,0.0579,0.7659999999999999,99.60700000000001,180160,4,False
655,Kush Kush,Blacklight,Blacklight,04k9VAadkf8nVcofogwUSj,0.848,0.58,9,-5.409,0,0.0853,0.0537,0.0911,0.348,96.98100000000001,166500,4,True
656,New Found Glory,Catalyst,All Downhill From Here,5dpDrUG52yI3s1AQRlaypA,0.428,0.934,9,-4.061,1,0.0926,0.00043099999999999996,0.10800000000000001,0.7240000000000001,167.988,192427,4,False
657,Led Zeppelin,Led Zeppelin II (1994 Remaster),Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,0.41200000000000003,0.902,9,-11.6,1,0.405,0.131,0.405,0.42200000000000004,89.74,333893,4,False
658,Juice WRLD,Goodbye & Good Riddance,All Girls Are The Same,0XySogm94T51XF5F2jumXm,0.6709999999999999,0.529,0,-7.226,1,0.307,0.000335,0.0856,0.203,161.989,165820,4,True
659,Pop Smoke,Make It Rain,Make It Rain,4TgHt7vKCimpywaiKfl0uj,0.54,0.77,1,-3.9810000000000003,1,0.389,2.7399999999999995e-05,0.37200000000000005,0.565,159.494,204000,4,False
660,Blake Shelton,Happy Anywhere (feat. Gwen Stefani),Happy Anywhere (feat. Gwen Stefani),2DwbFtfC6sXBiVDPmju8Dd,0.5379999999999999,0.745,8,-5.774,1,0.0387,0.0,0.063,0.669,165.755,170173,4,False
661,Taking Back Sunday,Louder Now (U.S. Version),MakeDamnSure,48O6kz322Dzu1R6Al5147q,0.5529999999999999,0.8370000000000001,6,-5.608,1,0.0452,0.0,0.37200000000000005,0.43200000000000005,140.495,208280,4,False
662,blink-182,Take Off Your Pants And Jacket,Anthem Part Two,24CRDgNOgA72JLL7PHFjgB,0.552,0.932,0,-3.782,1,0.0426,0.0,0.11900000000000001,0.518,103.10799999999999,227200,4,False
663,Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,0.7390000000000001,0.619,10,-6.669,1,0.162,0.0,0.105,0.58,112.961,222787,4,True
664,Timomatic,Timomatic,Set It Off,0Q91cgw4SYxKrXvTh6FRxc,0.691,0.889,0,-2.25,1,0.0558,0.0,0.166,0.868,123.97200000000001,198733,4,True
665,Running Wild,Ride on the Wild Side,Ride on the Wild Side,2W4x14ONqFL4C2OhQlX15c,0.395,0.963,4,-4.85,1,0.0456,0.0,0.366,0.588,158.054,246760,4,False
666,Unzucht,Jenseits der Welt,Jenseits der Welt,5CrW7UPOqpdZYHSPZN4UyE,0.38,0.9440000000000001,7,-2.717,1,0.128,0.263,0.32799999999999996,0.276,170.024,272627,4,False
667,Zeds Dead,Where The Wild Things Are,Where The Wild Things Are,4EwSqnjnXCG7NqY08RRSKq,0.344,0.672,6,-5.888,0,0.0586,1.04e-06,0.196,0.133,164.197,299240,4,True
668,Michael Hardie,Waiting For Perfection,I Walk Alone,350WfWVJnoUixMboTKUPpS,0.667,0.46799999999999997,9,-9.718,0,0.0416,0.00974,0.107,0.45,144.112,375947,4,False
669,Kush Kush,I'm Blue (Club Mixes),I'm Blue - Club Mix,0P5lXk4fg0682IgDyK7GFM,0.735,0.915,0,-5.082,0,0.0475,0.000152,0.23800000000000002,0.615,124.007,150000,4,True
670,Wolfgang Amadeus Mozart,"Mozart: Rondo in A Minor, K. 511","Rondo in A Minor, K. 511",2kAdK72mjmKiAxfAMGgXBU,0.34600000000000003,0.10800000000000001,2,-22.473000000000003,0,0.0395,0.922,0.0813,0.158,129.55,602176,3,False
671,Basshunter,All I Ever Wanted (German Maxi),All I Ever Wanted - Radio Edit,3uoqlATyV5IWOhy0LBF7k1,0.645,0.9840000000000001,4,-7.051,1,0.0508,0.00701,0.16399999999999998,0.5529999999999999,144.954,176453,4,True
672,Axel Rudi Pell,Gunfire,Gunfire,0fMuzQi38wXOcW4lVLJYpW,0.47600000000000003,0.929,10,-6.5760000000000005,1,0.0566,2.6899999999999997e-05,0.35200000000000004,0.326,119.95100000000001,320787,4,False
673,The Knack,Get The Knack,My Sharona,1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,0,-9.558,1,0.0363,0.00125,0.0318,0.897,147.245,295400,4,False
674,A Boogie Wit da Hoodie,Hoodie SZN,Uptown / Bustdown (feat. PnB Rock and Lil Durk),3mUk1wiSBpiuK4oSSyDmTQ,0.503,0.7509999999999999,6,-5.785,0,0.35,0.0,0.0551,0.324,90.04,177763,4,False
675,Sheff G,THE UNLUCCY LUCCY KID,We Getting Money,4B1HkmoPxGnIiovU1iy4IL,0.851,0.6729999999999999,1,-5.405,1,0.257,0.0,0.314,0.7759999999999999,120.973,181509,4,False
676,Frédéric Chopin,Chopin Complete Edition,"Piano Concerto No.2 In F Minor, Op.21: 3. Allegro vivace",6yjpji2Jlie9S2zBm2GZwE,0.263,0.20199999999999999,1,-17.687,1,0.0408,0.905,0.08900000000000001,0.12,71.462,545747,4,False
677,DP Beats,"Don't Play (feat. Lil Uzi Vert, Lil Tracy, Yung Bans)","Don't Play (feat. Lil Uzi Vert, Lil Tracy, Yung Bans)",1aVNycqVndjTX5zRE757hj,0.755,0.33899999999999997,9,-11.687999999999999,0,0.275,0.0,0.102,0.428,77.524,150168,4,True
678,Eagles,Hotel California (2013 Remaster),Life in the Fast Lane - 2013 Remaster,6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,1,0.069,6.94e-05,0.0523,0.883,109.535,286220,4,False
679,Pop Smoke,Meet The Woo 2 (Deluxe),Mannequin (feat. Lil Tjay),4ogUNsrAiv68W9LnD6mJJm,0.6779999999999999,0.7979999999999999,1,-5.922999999999999,1,0.304,0.0,0.264,0.747,145.126,160560,4,False
680,Mike Candys,The Riddle Anthem Rework,The Riddle Anthem Rework,1pNJycHf5rlmpAHDGzycpn,0.7959999999999999,0.927,6,-4.942,0,0.0397,0.0,0.0657,0.45899999999999996,126.035,173333,4,True
681,Armored Dawn,Viking Zombie,Zombie Viking,5vTo5QS2IbkXXxyoPycgdK,0.59,0.893,5,-5.345,0,0.038,2.23e-05,0.051,0.38299999999999995,135.026,249160,4,False
682,Dan Dark,Traversing,Traversing,1NpL4sBsQP4FL8po15hHiD,0.701,0.46,10,-9.474,1,0.0395,0.32,0.0991,0.539,110.816,108303,4,False
683,Fivio Foreign,Target,Target,267Ipmevs1fls3V4lexOOR,0.777,0.767,4,-5.212000000000001,1,0.0847,0.0,0.14,0.715,103.999,152372,4,False
684,Juice WRLD,Death Race For Love,Ring Ring (with Rvssian feat. Clever),4zxpssj8DyrfZcEUSUiNxG,0.581,0.6729999999999999,0,-4.421,0,0.0549,0.0,0.4,0.621,160.07299999999998,171817,4,True
685,HIXTAPE,HIXTAPE: Vol. 1,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",5FmvaZGd6fulojSToozLRD,0.516,0.745,2,-8.352,1,0.0774,0.0,0.275,0.825,186.00400000000002,173173,3,False
686,Damon Paul,Rhythm Is a Dancer,Rhythm Is a Dancer - Festival Mix,6zjvc4LQpdZTd0faiD1xl3,0.68,0.9229999999999999,4,-5.101,0,0.037000000000000005,0.0031,0.0719,0.19399999999999998,128.006,210000,4,True
687,Robbe,Kings & Queens,Kings & Queens,2tSnkmZL1916IUzMIOC4Qz,0.779,0.66,1,-10.341,0,0.0821,0.0,0.217,0.693,126.024,155576,4,True
688,Warkings,Warriors,Warriors,7I7qX3YcwUehkRdDfHu2Ts,0.364,0.972,5,-4.292,1,0.10300000000000001,9.609999999999999e-05,0.368,0.237,172.977,232875,4,False
689,The Doors,L.A. Woman,Riders on the Storm,14XWXWv5FoCbFzLksawpEe,0.5489999999999999,0.722,11,-11.729000000000001,0,0.0283,0.0138,0.11,0.716,103.885,434720,4,False
690,Tujamo,Booty Bounce (Radio Edit),Booty Bounce - Radio Edit,4WgM2becr135oJ7DfVNaCd,0.657,0.981,0,-3.498,1,0.0365,0.612,0.0577,0.563,128.004,200760,4,True
691,Derek & The Dominos,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),Layla - 40th Anniversary Version / 2010 Remastered,3k9i7UzeSUYWIfUZFeFDUd,0.40399999999999997,0.903,1,-3.88,1,0.0668,0.297,0.287,0.498,115.67200000000001,423840,4,False
692,Juice WRLD,Goodbye & Good Riddance,End Of The Road,5ZJ0Uew5KIJHCpbddC3uTc,0.373,0.7170000000000001,1,-5.832999999999999,0,0.083,0.0,0.114,0.293,109.977,162981,5,True
693,Kodrew,Drop It,Drop It,5x0QJmXHhNpCrv0xbbkyYF,0.6970000000000001,0.78,1,-8.555,1,0.262,0.804,0.379,0.0486,127.993,242181,4,True
694,Latimore,I'll Do Anything For You,Let's Straighten It Out,3X3P8wgRL2wsLoPtVFO41d,0.773,0.45,2,-15.083,0,0.0484,0.00018999999999999998,0.0907,0.889,79.715,331933,4,False
695,Wiener Philharmoniker,Tchaikovsky: Ballet Suites - The Nutcracker; The Sleeping Beauty; Swan Lake,"Nutcracker Suite, Op.71a, TH.35: 3. Waltz Of The Flowers",1ZYIUqiTIsAIEidfybQVde,0.14800000000000002,0.184,2,-15.610999999999999,1,0.0405,0.943,0.078,0.0891,73.635,358000,4,False
696,R3HAB,All Around the World (La La La),All Around The World (La La La),2xyIwHKujL7tSgkK2Waj2s,0.733,0.8590000000000001,9,-5.03,0,0.033,0.0645,0.105,0.52,124.948,147840,4,True
697,Sugarcult,Start Static,Bouncing Off The Walls,7yYKKwaOldTsF1Be0pGv0Y,0.47200000000000003,0.909,6,-4.688,1,0.054000000000000006,0.0,0.263,0.7340000000000001,150.904,141293,4,False
698,Shoreline Mafia,ShorelineDoThatShit,Whuss The Deal,64FxpKdU055iIaMDY441Qc,0.8370000000000001,0.40299999999999997,2,-10.052999999999999,1,0.33,0.0005110000000000001,0.225,0.2,82.51700000000001,195636,4,True
699,John Lyons,John Lyons Band,Lonely Fool,0CcySM3v6xGWPdqkYFPZWZ,0.73,0.289,0,-12.337,0,0.0433,0.0171,0.0978,0.174,83.257,438204,3,False
700,Luke Combs,What You See Is What You Get,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,0.5720000000000001,0.9490000000000001,4,-4.865,1,0.06,0.000195,0.163,0.53,118.97399999999999,194867,4,False
701,RaeLynn,Me About Me,Me About Me,7F0fPQWt7E2jjreRSZOdna,0.465,0.61,1,-5.3020000000000005,1,0.0317,8.28e-05,0.128,0.235,83.664,166928,4,False
702,HARDY,BOYFRIEND,BOYFRIEND,2AROSdGsJiXwQlgYhksgWn,0.5529999999999999,0.705,2,-4.691,1,0.0335,0.0,0.126,0.727,143.97799999999998,219087,4,False
703,Bob Marley & The Wailers,Legend (Rarities Edition),No Woman No Cry,62OAtMzNL0fsIJn1LTEihd,0.863,0.444,0,-11.049000000000001,1,0.0367,0.0,0.0526,0.7240000000000001,97.083,250907,4,False
704,Deorro,When The Funk Drops,When The Funk Drops,6qPCcyAHEEvPp1QDCcMpPn,0.821,0.983,10,-2.573,1,0.0794,0.0709,0.0378,0.588,127.98700000000001,238125,4,True
705,A Boogie Wit da Hoodie,The Bigger Artist,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,0.8390000000000001,0.81,5,-5.274,0,0.0568,0.0,0.11699999999999999,0.8140000000000001,129.014,209269,4,False
706,Josh Kerr,Thought This Through,Thought This Through,7FbqWzDrsX5X9gY7CdsIKK,0.787,0.688,5,-7.285,1,0.0449,0.0,0.10300000000000001,0.7120000000000001,99.977,172663,4,False
707,VIZE,Thank You [Not So Bad],Thank You [Not So Bad],4AqN8IdKCfItCSbuaFch81,0.6559999999999999,0.89,5,-4.981,0,0.187,1.99e-06,0.10099999999999999,0.268,100.037,197963,4,True
708,Milton Babbitt,Milton Babbitt: Philomel,"Philomel for soprano, recorded soprano, and synthesized sound",6GiAs2nYvsY7PCdxQclehO,0.42100000000000004,0.0679,6,-22.217,1,0.11,9.26e-06,0.0828,0.133,95.839,1133027,3,False
709,MEDIKAL,Destination Calabria,Destination Calabria,7pQ4aLqPhmY9YTZ2EmCq9n,0.71,0.54,2,-10.135,1,0.159,0.00143,0.348,0.373,128.00799999999998,236260,4,True
710,Pantera,Reinventing the Steel - 20th Anniversary Deluxe Edition,Immortally Insane,2tbdpZIOkV8kK0pZDBxXRQ,0.35200000000000004,0.915,8,-3.727,1,0.0586,0.000488,0.20800000000000002,0.264,82.589,311083,4,False
711,Pretenders,Learning to Crawl (Expanded & Remastered),Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,0.598,0.9009999999999999,2,-6.081,1,0.0359,0.0401,0.17800000000000002,0.8140000000000001,153.24,231120,4,False
712,SOB X RBE,SOB X RBE,Lane Changing,7BkVZRHhZpKfgRtRpbb76j,0.925,0.8690000000000001,7,-5.64,1,0.33799999999999997,0.0,0.214,0.731,109.96,192070,4,True
713,David Bowie,Nothing Has Changed (The Best of David Bowie) [Deluxe Edition],"Let's Dance - Single Version, 2014 Remaster",36umtbUVPKxlgJzKcrQIwI,0.643,0.627,8,-10.972000000000001,1,0.0405,0.00259,0.12300000000000001,0.725,114.477,248587,4,False
714,Lil Tjay,True 2 Myself,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,0.688,0.489,2,-7.627000000000001,0,0.17300000000000001,0.0,0.153,0.5589999999999999,85.404,210120,5,False
715,Van Halen,Van Halen II,Dance The Night Away,0Gql9hTkMSka2wbWxworri,0.526,0.8909999999999999,8,-4.508,1,0.0732,0.0,0.0472,0.6890000000000001,129.001,189667,4,False
716,Vinny West,DRAFT DAY,No Face No Case,3ZIc9JjtVQadMkew71IhLf,0.953,0.374,4,-11.925999999999998,0,0.39,0.0,0.27,0.525,102.99799999999999,191687,4,True
717,Kane Brown,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,2.58e-05,0.126,0.322,86.97,191406,4,False
718,Chief Keef,Dedication,Glory Bridge (feat. A Boogie Wit da Hoodie),3WJUgVhgYaHPJmx9iYvvhk,0.784,0.634,8,-7.321000000000001,1,0.386,0.0,0.0831,0.332,79.92699999999999,168000,4,False
719,The Kinks,The Singles Collection,Waterloo Sunset,2nlvl52hnkBMoWPmWChXM8,0.531,0.633,4,-8.948,1,0.0239,0.0,0.184,0.62,107.706,193707,4,False
720,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,1AhDOtG9vPSOmsWgNW0BEY,0.414,0.40399999999999997,0,-9.927999999999999,0,0.0499,0.0,0.3,0.22399999999999998,71.105,354320,4,False
721,Bruce Springsteen,Born In The U.S.A.,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,0.39799999999999996,0.9520000000000001,4,-6.042000000000001,1,0.061,7.75e-05,0.1,0.584,122.09299999999999,278680,4,False
722,Celly Bucks,Diamond in the Streets,Hot Shit,5OgC75S6Bw5UCqLAs45ogG,0.613,0.353,6,-16.084,0,0.37200000000000005,0.0,0.0972,0.742,141.937,172983,4,False
723,Ludwig van Beethoven,Beethoven: Rage Over A Lost Penny,"Rage Over A Lost Penny, Op.129",3QnU25Zw23qOUugdtTWgsY,0.303,0.193,7,-19.428,1,0.0334,0.909,0.0887,0.322,79.845,373665,4,False
724,Van Halen,1984 (Remastered),Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,0.5720000000000001,0.835,0,-6.218999999999999,1,0.0317,0.000376,0.0702,0.7959999999999999,129.994,241600,4,False
725,American Hi-Fi,American Hi-Fi,Flavor Of The Weak,5hz3YCeenldfaaFucR2ONt,0.377,0.9690000000000001,10,-1.8630000000000002,1,0.0682,1.58e-05,0.33899999999999997,0.5379999999999999,152.002,188840,4,False
726,Jai Wolf,The Cure To Loneliness,Lose My Mind (feat. Mr Gabriel),0zEKfIm5b8EUcDM3qoPXKX,0.606,0.775,0,-6.037999999999999,0,0.04,0.498,0.305,0.508,140.013,258547,4,True
